Category,Complaint Description,Staff Assignment,Auto Priority,Auto Severity,text_length,word_count
Security,There is an organized gang of thieves operating in this coach right now systematically targeting and looting passengers one by one This happened during my recent journey.,RPF Security,High,Critical,170,27
Unreserved Ticketing,The tatkal emergency ticket booking system is not working properly during the specified time slot preventing passengers from booking urgent tickets,Station Master,Medium,Medium,147,21
Medical Assistance,A pregnant woman passenger is in active labor and needs urgent emergency medical support and should be taken to nearest hospital immediately,Station Master,High,Critical,140,22
Coach - Maintenance,My seat is issue making it issue.,Maintenance Staff,Medium,Medium,33,7
Staff Behaviour,Staff member issue despite issue.,Housekeeping Staff,Medium,Medium,33,5
Electrical Equipment,The electrical wiring is dangerously exposed hanging from the ceiling creating serious risk of electric shock and must have immediate repair,Maintenance Staff,High,Critical,140,21
Electrical Equipment,The light is damaged and needs urgent repair.,Maintenance Staff,High,Critical,45,8
Punctuality,The train departed early and I missed connection.,Station Master,High,High,49,8
Miscellaneous,Luggage policy rules are unclear and confusing on railway website for passengers making it difficult to understand what is allowed or prohibited,Station Master,Low,Low,144,22
Passenger Amenities,The toilet tissue paper holder is empty and no paper is provided forcing passengers to use alternative uncomfortable unhygienic methods,Housekeeping Staff,Low,Low,135,20
Staff Behaviour,The railway staff is not helping passengers with genuine queries and problems and behaving very unprofessionally and carelessly on duty I am very disappointed with this.,Station Master,Medium,Medium,169,26
Coach - Maintenance,The emergency exit door is blocked by heavy luggage and cannot be accessed in case of emergency evacuation which is serious safety violation,Maintenance Staff,High,Critical,140,23
Security,Pickpockets are very active in this particular train coach and passengers should be very careful and vigilant about their belongings wallets phones,RPF Security,High,High,147,22
Coach - Cleanliness,The seat cover is oily sticky and has dark stains that are spoiling our clothes when we sit down on them,Housekeeping Staff,Medium,Medium,104,21
Security,A drunk violent man is continuously banging on the locked door of my private coupe compartment trying to force entry inside,RPF Security,High,Critical,123,21
Bed Roll,The bedding material quality is extremely poor cheap and does not feel clean or comfortable to use for sleeping purposes during journey I am very disappointed with this.,Housekeeping Staff,Low,Low,169,28
Catering,Food quality is very poor and the meal tastes bland.,Catering Staff,High,High,52,10
Unreserved Ticketing,My ticket issue and issue.,Station Master,High,High,26,5
Security,A group of thugs is deliberately blocking the exit door and demanding money from every commuter trying to get down at stations,RPF Security,High,Critical,126,22
Water Availability,The water tap is blocked and causing problems.,Maintenance Staff,High,High,46,8
Passenger Amenities,The issue is issue and passengers cannot issue.,TTE Staff,Medium,Medium,47,8
Catering,The catering staff refuses to accept UPI digital payment and demands only cash creating inconvenience for passengers without physical currency,Catering Staff,Low,Low,142,20
Punctuality,The train started moving suddenly without any warning whistle and people fell down got injured while boarding at the platform,Station Master,High,High,125,20
Bed Roll,No bedding was provided to me even after making full payment at the time of ticket booking and staff refuses to give any This happened during my recent journey.,TTE Staff,High,High,160,29
Coach - Cleanliness,The toilet smell is so overwhelmingly bad and unbearable that we absolutely cannot eat our food comfortably in the coach area This happened during my recent journey.,Housekeeping Staff,High,Critical,165,27
Passenger Amenities,There is no proper dustbin waste container provided in our bay area and passengers have nowhere to dispose garbage properly creating mess This happened during my recent journey.,TTE Staff,Low,Low,177,28
Staff Behaviour,The railway employee used extremely foul abusive language with elderly passengers who asked for help with luggage at the station platform,Station Master,High,High,137,21
Coach - Cleanliness,There is a dead cockroach insect body lying in the middle of the main aisle walkway that nobody has bothered to remove,Housekeeping Staff,Low,Low,118,22
Passenger Amenities,The toilet tissue paper holder is empty and no paper is provided forcing passengers to use alternative uncomfortable unhygienic methods I am very disappointed with this.,Housekeeping Staff,Low,Low,169,26
Miscellaneous,I am reporting that the irctc mobile app is not working properly at all for booking tickets and keeps crashing freezing making it impossible to complete reservation,Station Master,Low,Low,164,27
Security,There are men consuming drugs illegal substances in the vestibule area openly and the smell is spreading making other passengers uncomfortable concerned,RPF Security,High,High,152,22
Punctuality,There was no update about the schedule change.,Station Master,High,High,46,8
Security,I am facing threats from unknown persons in the overhead rack.,RPF Security,High,Critical,62,11
Medical Assistance,Someone is having heart attack and requires immediate doctor.,Station Master,High,Critical,61,9
Passenger Amenities,There is no proper step stool ladder provided to reach upper berth making it very difficult dangerous for elderly and children to climb,TTE Staff,Medium,Medium,135,23
